global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33
8954.66380647746	n/a	80186003.88703738	n/a	10803.453301164483	n/a	116714603.23044178	n/a	6165.636671019428	n/a	38015075.559019536	n/a	6406.291203869249	28120.44827452828	n/a	n/a	n/a	n/a	-0.054093395700000005	-0.0607874758	-0.036552843700000004	-0.0018746976999999998	-0.038911068199999996	0.0021998632	0.0980552714	0.098046883	0.098032903	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8930.78558096894	-23.878225508518877	79758931.09324275	570.1696534356818	10473.786919909166	-329.6663812553179	109700212.44366032	108679.92292997662	6168.335254109926	2.698583090497777	38048359.80709536	7.282350696320535	6392.989601557698	27592.75460054758	0.26681900000000003	75.518433	0.06006151	0.0406022	-0.0460514708	-0.0465397311	-0.0366143497	-0.001673829	-0.0379609961	0.0021088233	0.098032903	0.09795742199999999	0.0978316635	0.0	0.0	0.0	0.0	-0.0281108	-0.0281108	0.0007902170766400001	0.0007902170766400001	-0.00312856	-0.00312856	9.7878876736e-06	9.7878876736e-06	0.000576443	0.000576443	3.3228653224900004e-07	3.3228653224900004e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8922.493303922323	-8.292277046617526	79610886.75853871	68.7618586178599	10347.517130404804	-126.26978950436205	107071110.76402086	15944.059741475901	6174.558532287213	6.223278177287284	38125173.06864082	38.72919127190014	6386.700164575553	27279.34471468667	0.208098	58.898453	0.048121277	0.032095799999999994	-0.0412653933	-0.040760445299999996	-0.036838147599999996	-0.0012690321	-0.037354194300000004	0.0018833635999999999	0.09798817119999999	0.0977785816	0.0974295977	0.0	0.0	0.0	0.0	-0.00426404	0.02384676	0.0005686679624976001	1.81820371216e-05	0.00010360700000000004	0.003232167	1.0446903515889e-05	1.0734410449000008e-08	0.000155596	-0.00042084699999999996	2.4210115216e-08	1.7711219740900003e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8909.431295079248	-13.062008843075091	79377966.00173749	170.6160750165719	10304.75117107926	-42.76595932554483	106187896.69785936	1828.9272770341543	6175.304105305498	0.745573018284631	38134380.79300293	0.5558791255940546	6383.938105487295	27069.16632983277	0.19713	55.79429200000001	0.026428921281650003	0.0173599	-0.0379024514	-0.0387907904	-0.036658954	-0.0009108473	-0.03702923	0.0013905482	0.0979210862	0.097510525	0.0968275308	-8.281649999999999e-09	-8.281649999999999e-09	6.858572672249998e-17	6.858572672249998e-17	-0.0155776	-0.01131356	0.0001279966398736	0.00024266162175999999	0.00256721	0.002463603	6.0693397416089994e-06	6.5905671841e-06	0.000408631	0.000253035	1.6697929416099998e-07	6.402671122499999e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8878.575414920007	-30.85588015924077	78829101.39842199	952.0853404014282	10229.969962382833	-74.78120869642589	104652285.431255	5592.229174098405	6167.6812808099485	-7.622824495549139	38040292.38165344	58.10745328994399	6372.150747373744	26924.40225127899	0.201354	56.98986800000001	0.016733938281650002	0.010487200000000002	-0.0354266124	-0.0349542118	-0.035672333199999996	-0.0013601932	-0.0357431847	0.0018295056	0.0978316635	0.0971534967	0.09602669890000001	0.0	8.281649999999999e-09	0.0	6.858572672249998e-17	-0.00660491	0.00897269	8.05091658361e-05	4.362483610810001e-05	0.0065107	0.003943490000000001	1.5551113380100007e-05	4.238921449e-05	0.000332276	-7.635500000000001e-05	1.1040734017599999e-07	5.8300860250000005e-09	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8858.467701027485	-20.107713892522952	78472450.01014717	404.3201579835605	10220.320890636933	-9.649071745900072	104454959.10758969	93.10458555752709	6160.730963795129	-6.95031701481912	37954606.00826407	48.306906606484176	6363.432971021523	26843.33577309837	0.205899	58.276211	0.0051439783463	0.00321211	-0.0338206772	-0.0342625727	-0.0347419784	-0.0016106857000000002	-0.034660686	0.0023072835	0.0977199233	0.09670782259999999	0.0950287458	-1.83463e-08	-1.83463e-08	3.3658672369000004e-16	3.3658672369000004e-16	-0.00394526	0.0026596500000000004	7.073738122500002e-06	1.55650764676e-05	0.00784691	0.00133621	1.7854571641e-06	6.157399654810001e-05	0.000355238	2.2962000000000008e-05	1.2619403664400002e-07	5.272534440000007e-10	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8837.053155717504	-21.41454530998089	78093508.47697671	458.5827508332248	10210.592109721634	-9.728780915298556	104256191.23110971	94.64917809787744	6158.162585588455	-2.5683782066744243	37922966.43054149	6.596566612520133	6364.6769585784095	26737.11577677857	0.220282	62.346851	0.0289847683463	0.0206766	-0.0316785325	-0.033013890899999995	-0.0339460615	-0.0017172081	-0.0342638034	0.0019986347	0.0975858912	0.0961739093	0.09383572009999999	0.0	1.83463e-08	0.0	3.3658672369000004e-16	-0.0227642	-0.01881894	0.0003541525027236	0.00051820880164	0.00993522	0.0020883099999999995	4.361038656099999e-06	9.87085964484e-05	0.000516788	0.00016155	2.67069836944e-07	2.60984025e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8825.022024901049	-12.031130816454606	77881013.73998861	144.74810872264368	10210.224711900948	-0.3673978206861648	104248688.66751279	0.13498115864494328	6154.6190510187425	-3.543534569712392	37879335.66316285	12.556637246746789	6354.520458040562	26728.045383363293	0.230014	65.101555	0.03970868	0.0244204	-0.0309696992	-0.032442466600000004	-0.033184388599999996	-0.0020338588	-0.0329235192	0.0027535212	0.0974295977	0.0955522439	0.0924500708	0.0	0.0	0.0	0.0	-0.00543971	0.017324489999999998	0.00030013795376009994	2.9590444884100008e-05	0.00260963	-0.00732559	5.36642688481e-05	6.8101687368999985e-06	0.000215616	-0.00030117200000000005	4.6490259456e-08	9.070457358400001e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8821.581733286504	-3.440291614544549	77820304.27705413	11.835606393105538	10188.487909799349	-21.736802101599093	103805285.8881275	472.48856560408285	6158.531546568118	3.912495549375308	37927510.81007469	15.30762142388159	6360.331855286418	26668.26997124478	0.21262	60.178341	0.08609906	0.0559005	-0.029392437	-0.0307043494	-0.0326007685	-0.001277167	-0.0324962436	0.0018877713	0.09725107849999999	0.09484339369999999	0.0908746423	0.0	0.0	0.0	0.0	-0.034902800000000005	-0.029463090000000008	0.0008680736723481003	0.0012182054478400005	0.0142944	0.01168477	0.00013653384995289996	0.00020432987136	0.00111464	0.0008990240000000002	1.2424223296000002e-06	8.082441525760001e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8827.893360320446	6.311627033941478	77931701.18118982	39.836635815580884	10166.817767126246	-21.670142673103328	103364183.5099539	469.5950834726538	6159.309599327444	0.7780527593258739	37937094.740367204	0.6053660962946062	6357.066345651836	26684.42670303684	0.214842	60.807278	0.07403695	0.0490332	-0.0289460095	-0.028937338599999998	-0.0320204104	-0.0011624373	-0.031613974700000005	0.0017737068	0.09705037429999999	0.0940480054	0.0891126687	0.0	0.0	0.0	0.0	-0.00216005	0.03274275	0.0010720876775625	4.6658160025000015e-06	0.00822635	-0.006068049999999998	3.682123080249998e-05	6.76728343225e-05	0.000410117	-0.0007045230000000001	1.6819595368900002e-07	4.963526575290002e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
