global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91
9028.91966946552	n/a	n/a	81521390.39766136	10820.209665164408	n/a	117076937.19811729	n/a	6294.68607451247	n/a	n/a	39623072.77666122	6449.0069956234875	29747.832511518813	n/a	n/a	n/a	n/a	-0.0143585832	-0.0069807871	-0.0315540519	-0.0294165692	0.0980552714	0.098046883	0.098032903	0.0	n/a	0.0	n/a	0.00480869	n/a	n/a	2.31234995161e-05	0.0495786	n/a	n/a	0.00245803757796	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8974.838006733171	-54.081662732349294	2924.8262438955776	80547717.24710223	10540.956331981557	-279.25333318285084	111111760.39274208	77982.4240937323	6288.740050865777	-5.946023646692993	35.355197207032234	39548251.4273633	6423.563845934559	29129.44305423732	1.511952	46.554314	0.08410396	0.0568714	-0.022392646699999998	-0.0190703819	-0.0317138402	-0.030826474	0.098032903	0.09795742199999999	0.0978316635	0.0	0.0	0.0	0.0	0.055132900000000006	0.050324210000000015	0.002532526112124101	0.003039636662410001	0.0414905	-0.0080881	6.541736161000001e-05	0.00172146159025	0.000513833	0.000513833	2.64024351889e-07	2.64024351889e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8949.100601559101	-25.737405174069863	662.4140250942381	80086401.57682547	10394.9343527691	-146.02197921245715	108054660.19837914	21322.41841312327	6301.893943690923	13.153892825145705	173.02489645541962	39713867.27752834	6431.654836946071	28746.590263401362	1.645914	50.679123	0.09798613685047004	0.0636163	-0.027225745099999997	-0.0250207667	-0.0307891675	-0.030117586000000002	0.09798817119999999	0.0977785816	0.0974295977	7.85047e-09	7.85047e-09	6.162987922089999e-17	6.162987922089999e-17	-0.00016517900000000005	-0.055298079000000014	0.0030578775410902413	2.728410204100001e-08	0.0650032	0.0235127	0.0005528470612899999	0.00422541601024	0.00089734	0.0003835070000000001	1.4707761904900004e-07	8.052190756000002e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8950.229871439398	1.1292698802972154	1.275250462546487	80106614.75160609	10330.715300043703	-64.21905272539698	106723678.61055703	4124.086732947317	6298.234508302458	-3.659435388464772	13.391467362348314	39667757.92157191	6420.412678089896	28617.997359433815	1.652754	50.889713	0.06901163685046999	0.0656943	-0.0286997006	-0.0277092302	-0.030678366800000002	-0.0305119908	0.0979210862	0.097510525	0.0968275308	0.0	-7.85047e-09	0.0	6.162987922089999e-17	0.0654766	0.065641779	0.004308843150284841	0.0042871851475600005	0.064867	-0.000136200000000003	1.855044000000081e-08	0.004207727688999999	0.000962013	6.467300000000001e-05	4.182596929000001e-09	9.25469012169e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9016.534539921508	66.30466848210926	4396.309062522414	81297895.10959755	10338.983476933015	8.268176889312599	106894579.3362939	68.36274907296297	6338.955105759854	40.72059745739534	1658.167057287232	40182351.83283892	6457.367712066584	28780.465447848637	1.668579	51.376976	0.042859100000000004	0.038366500000000005	-0.026170628799999998	-0.0269899363	-0.027229945800000002	-0.0273406819	0.0978316635	0.0971534967	0.09602669890000001	0.0	0.0	0.0	0.0	0.027410700000000003	-0.038065899999999986	0.0014490127428099994	0.0007513464744900003	0.06966020000000002	0.004793200000000025	2.2974766240000242e-05	0.0048525434640400026	0.000962013	0.0	0.0	9.25469012169e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8902.466572011046	-114.06796791046145	13011.501303222063	79253911.06577411	10189.003436056371	-149.98004087664413	103815791.01996854	22494.012661359844	6278.334586820115	-60.62051893973876	3674.847316523225	39417485.184061706	6396.840587736779	28238.89888089937	2.338391	72.001068	0.06993560967278999	0.058841099999999986	-0.0326347571	-0.032813538999999996	-0.0314373037	-0.0314814039	0.0977199233	0.09670782259999999	0.0950287458	9.67279e-09	9.67279e-09	9.356286638410002e-17	9.356286638410002e-17	-0.0308606	-0.058271300000000005	0.00339554440369	0.00095237663236	0.0647378	-0.004922400000000021	2.423002176000021e-05	0.00419098274884	0.000827175	-0.00013483800000000008	1.818128624400002e-08	6.84218480625e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8957.677116193956	55.21054418290987	3048.204188973043	80239979.31798486	10245.132575680129	56.1291396237575	104962741.49326216	3150.4803149032646	6306.119996407705	27.785409587590042	772.0289859501404	39767149.40909311	6421.398737115094	28383.896754603524	2.044379	62.948193	0.18577230896251	0.116787	-0.0302425107	-0.0299817821	-0.028610501899999998	-0.0289559591	0.0975858912	0.0961739093	0.09383572009999999	1.86353e-08	8.962509999999997e-09	3.4727440608999985e-16	8.032658550009994e-17	0.0424856	0.0733462	0.00537966505444	0.00180502620736	0.0353337	-0.0294041	0.0008646010968100001	0.0012484703556899994	-0.000833265	-0.00166044	2.7570609936e-06	6.943305602250001e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8972.529170531128	14.852054337172374	220.58351803432083	80506279.71603201	10270.445854825952	25.313279145822893	105482058.05691156	640.7621011143519	6308.207630455157	2.0876340474524118	4.358215916082536	39793483.50893267	6425.312728600185	28395.551524131562	1.471437	45.306801	0.0969995386353	0.0578813	-0.0293506048	-0.028177203300000002	-0.0279565546	-0.028176759	0.0974295977	0.0955522439	0.0924500708	0.0	-1.86353e-08	0.0	3.4727440608999985e-16	0.008235559999999998	-0.03425004	0.0011730652400016002	6.782444851359996e-05	0.060999800000000014	0.025666100000000008	0.0006587486892100006	0.003720975600040001	-9.15974e-05	0.0007416676	5.5007082888976e-07	8.39008368676e-09	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8994.149597750982	21.620427219853806	467.4428731689955	80894726.98672415	10269.989547871246	-0.4563069547057239	105472685.31338464	0.2082160369128116	6308.771305272664	0.5636748175065804	0.3177292998910768	39800595.38223175	6423.774915213652	28461.93219346487	1.515664	46.668583	0.08798341999999999	0.0688044	-0.027741503900000002	-0.027444176	-0.0271929095	-0.027519637000000003	0.09725107849999999	0.09484339369999999	0.0908746423	0.0	0.0	0.0	0.0	0.0751635	0.06692793999999999	0.004479349152643599	0.005649551732249999	0.0479766	-0.013023200000000013	0.00016960373824000032	0.0023017541475599994	-0.000252243	-0.0001606456	2.580700879936e-08	6.362653104899999e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8981.739366914806	-12.410230836176195	154.01382940717855	80671642.05518718	10247.557999498502	-22.431548372744146	105012444.95308574	503.17436239876054	6309.523633567928	0.7523282952643058	0.5659978638552965	39810088.48255223	6423.931762231607	28413.07251127141	1.452847	44.734417	0.08682920999999999	0.0735808	-0.0275402706	-0.027665818	-0.0264813744	-0.026820302200000003	0.09705037429999999	0.0940480054	0.0891126687	0.0	0.0	0.0	0.0	0.0032269	-0.07193659999999999	0.005174874419559997	1.041288361e-05	0.0482038	0.00022720000000000381	5.161984000000173e-08	0.00232360633444	4.10652e-05	0.0002933082	8.602970018724e-08	1.6863506510400002e-09	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
