global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	a_comp_cor_71	a_comp_cor_72	a_comp_cor_73	a_comp_cor_74	a_comp_cor_75	a_comp_cor_76	a_comp_cor_77	a_comp_cor_78	a_comp_cor_79	a_comp_cor_80	a_comp_cor_81	a_comp_cor_82	a_comp_cor_83	a_comp_cor_84	a_comp_cor_85	a_comp_cor_86	a_comp_cor_87	a_comp_cor_88	a_comp_cor_89	a_comp_cor_90	a_comp_cor_91	a_comp_cor_92	a_comp_cor_93	a_comp_cor_94	a_comp_cor_95	a_comp_cor_96	a_comp_cor_97	a_comp_cor_98	a_comp_cor_99	a_comp_cor_100	a_comp_cor_101	a_comp_cor_102	a_comp_cor_103	a_comp_cor_104	a_comp_cor_105	a_comp_cor_106	a_comp_cor_107	a_comp_cor_108	a_comp_cor_109	a_comp_cor_110	a_comp_cor_111	a_comp_cor_112	a_comp_cor_113	a_comp_cor_114	a_comp_cor_115	a_comp_cor_116	a_comp_cor_117	a_comp_cor_118	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
8714.321704878808	n/a	75939402.77612191	n/a	11169.471929208985	n/a	124757103.17738748	n/a	6392.827030402115	n/a	40868237.44063993	n/a	6474.1817612493505	9606.365602216634	n/a	n/a	n/a	n/a	-0.0059810174	-0.1344518066	0.784634952	-0.0452055985	0.1651758495	-0.0095157482	0.09532438189999999	-0.046532404299999996	0.06791753589999999	-0.0105164123	0.07777337940000001	-0.061151577	0.1136200658	-0.0518419314	-0.0213202221	0.0006076718	-0.1113081721	0.2146184765	-0.0087136166	0.06069827410000001	-0.0548704667	0.0171804689	-0.1669794838	0.0236347869	-0.0592571832	0.0492224627	-0.09020664939999999	0.0830426419	-0.11799934949999999	0.1399646402	-0.0891536808	0.13468884820000002	-0.0120630922	-0.030457817	0.2039357111	-0.11669643910000001	-0.0098039312	0.1069322696	-0.15646648	-0.2200115033	0.0605859666	0.1594219459	-0.1407893902	-0.1637820617	0.0237797069	0.0117201615	0.0357046818	0.0690751563	0.046296772199999996	-0.0394521118	-0.0591047272	0.036522835	0.0301365652	0.0385450398	0.10729760199999999	-0.11976620789999999	-0.034264531200000004	-0.06673325299999999	0.2029322824	0.0772538046	-0.028113022	-0.15568401029999998	-0.041839026099999996	-0.0482582441	0.13954280189999999	0.067660578	-0.1430500629	-0.0904031466	0.012516466100000002	-0.071517459	0.204707048	-0.4197158733	0.0251004506	-0.5174345511	0.06413946849999999	-0.0484668605	0.0215757171	-0.034421875899999996	0.2476567946	-0.0687562786	0.1732344558	-0.10053938650000001	0.0598934571	-0.0370672695	0.0900475125	-0.064790761	0.13226170310000002	-0.0543056941	0.020742861	-0.0296598602	-0.0289888435	0.0003168708	0.1658448696	-0.014613694699999999	-0.1125605306	0.0578246885	0.023380608799999997	0.0446775781	-0.0313393619	-0.0894787147	0.0728053723	0.0701764386	0.0805906075	0.0321539727	-0.1427205042	0.0715369751	0.015245294099999999	0.1162538841	-0.044918825	-0.0984031164	-0.1647377539	0.0056945015	0.0778902908	0.0536859191	-0.008264040799999999	-0.0339959366	-0.0543937417	-0.0204849275	-0.0369095036	0.10334998050000001	0.12499058769999999	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0421903	n/a	0.00178002141409	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0
8664.365147673963	-49.95655720484501	75071223.41222726	2495.657607760952	10840.904270851586	-328.56765835739867	117525205.40976816	107956.7061184642	6389.046199097946	-3.780831304169624	40819911.33420791	14.294685350588978	6452.244979646576	9443.435357991371	0.998746	38.459351	0.0005039000000000017	0.000503967	0.0075710338	-0.0788951513	0.3494420252	-0.007676890899999999	0.24799773460000002	-0.0808245956	-0.042384281600000004	0.0365738431	0.010207046400000001	0.029433674500000007	-0.15900658939999998	0.1015396401	-0.08669867490000001	0.027976922999999997	-0.020313898	-0.1792061431	0.0289502751	0.1271442806	-0.0120636263	0.06891592099999999	0.0819698776	-0.0722305899	-0.15515251929999999	0.0117778495	0.0088542992	0.1212818813	-0.13310411390000002	0.026287730899999997	-0.0101363838	0.19801821120000002	0.053917378099999996	0.0168050984	-0.0737596687	0.1002141743	-0.0245734362	0.16801658460000002	0.0486719977	-0.1249716039	-0.0756720962	-0.0015512882000000001	-0.1124128661	-0.106974104	0.0586381483	0.0391596117	-0.0829418765	-0.0326088856	-0.1061535129	-0.1241249623	0.10035471119999999	-0.0946816816	-0.1386368222	-0.0413612208	-0.016235809599999998	-0.10434697609999999	-0.0259863171	-0.0186573557	0.0191809797	-0.0251655549	0.0033766852	-0.1487990323	0.0632458313	-0.0246742854	-0.0062031386	0.0140596247	0.10629327890000001	-0.1229117624	-0.0699730383	0.1850695218	-0.0137542942	-0.14891922289999998	-0.059740070199999995	-0.22981756960000002	0.10346552960000001	-0.2470574191	0.0110496475	0.0212902344	0.0882154039	0.0499944625	0.0475017333	-0.0926667725	-0.028591436499999998	-0.02592293	0.0595678153	-0.06737950990000001	-0.0381434382	0.1110309694	-0.0973004644	0.07960972549999999	0.0762817153	-0.0721793679	-0.0318156209	0.0988937241	-0.09054218539999999	0.1509924497	-0.0094290271	-0.12202190380000001	-0.0146963079	0.0320587819	0.0959764883	-0.0067133597	-0.0039820216	0.0477963832	-0.1687898665	0.1160842228	0.1276562667	-0.1056221142	0.0470274549	-0.053581112199999996	-0.0415983581	0.061166182699999995	0.0160943621	0.0833980882	0.0770773692	0.0290451814	-0.1341385329	-0.0694138153	0.016961942	0.006847944	0.0391002352	-0.2152559466	0.1249152981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0426942	0.0005038999999999946	0.0018227947136399995	2.5391520999999463e-07	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8653.321713281483	-11.043434392480776	74879976.67354877	121.95744318102726	10685.032081369865	-155.87218948172085	114169910.57990324	24296.13945382549	6390.985897319218	1.9396982212720104	40844700.73973312	3.7624291896058013	6449.201094025343	9389.70105100716	0.9814560000000002	37.793549	0.012133699999999996	0.0121337	0.010757416799999999	-0.051165061	0.1287791268	0.0567230622	0.169365928	-0.0063886872	0.1084730027	0.065170515	-0.0536189859	0.0377403575	-0.012250448999999998	0.0113900399	0.0196409078	0.0158753287	-0.0243997879	-0.028032866	0.088818409	0.056775998099999996	0.1270938658	-0.0429318803	0.0248720002	-0.009329592900000001	-0.1275841162	-0.0429895772	0.0772588058	-0.10097378779999999	-0.1171372176	0.0623128875	-0.11856020769999999	0.1293953351	-0.1032263787	-0.012887494099999999	-0.04553600519999999	-0.11796194439999999	-0.0132942374	-0.028573166	0.0130332924	0.0763268399	-0.005487628499999999	-0.0067695947	-0.0149547176	-0.034642895699999995	-0.06179460940000001	0.0832482239	-0.1263359632	-0.070540126	0.055270772999999995	0.0358028836	-0.038106345699999995	-0.13568956570000001	0.0835296645	-0.0543344989	-0.0727034951	-0.023118081000000002	0.0146625602	0.1222869072	0.12315966710000001	0.07093935400000001	-0.060009239699999994	0.022045923199999998	-0.13923875759999998	0.1878354173	-0.017653715900000002	0.0808823096	-0.0673882407	0.08991831119999999	-0.042920355800000004	-0.1362899218	-0.0207147144	0.0175391519	-0.0851452258	-0.08595796730000001	-0.077322034	-0.18197301370000002	0.014718431399999999	0.05535124599999999	0.0121217329	0.10511966560000001	0.10870170400000001	0.1266096696	0.017601728799999997	-0.0380793115	0.0104588807	-0.0037565632	-0.0852465199	0.0235971212	-0.1213743185	0.08514998	0.052331399699999996	0.047226772699999996	0.10653611869999999	-0.04265256519999999	-0.0147501467	-0.011633223100000001	0.08158362450000001	0.0592970208	0.051895667300000003	0.029895122799999996	-0.1765353614	0.1585062685	-0.08752502460000001	0.0188135284	0.0372826114	0.0755094479	0.014090583200000001	-0.0066713155	-0.0844116202	-0.1491563347	0.1337610978	-0.0159963778	0.21250341679999998	0.12187986460000001	-0.06878112	-0.054983831100000005	0.0953471285	-0.1477659059	-0.0632215995	0.18199951239999998	-0.0726961467	-0.044306396399999996	0.1247647641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0548279	0.012133700000000004	0.00300609861841	0.0001472266756900001	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8661.28752761462	7.9658143331380415	75017901.63601258	63.45419799002746	10648.687639390888	-36.344441978977564	113394548.44131628	1320.918462763266	6398.098311509792	7.112414190574782	40935662.00374446	50.58643561828953	6454.223202787318	9342.903533483051	0.972055	37.43151500000001	0.006132600000000002	0.0061326	0.0180821994	-0.052254557699999996	0.11400370859999999	0.144649301	-0.011941538799999998	0.0001446643	-0.1060036946	0.023328912099999998	-0.08627440480000001	-0.0419944903	-0.0659241733	0.1383326822	-0.0533213256	-0.0816583919	-0.0261480552	0.1043521076	0.0469955441	0.1253874737	-0.020225358	-0.0047656326	0.0653719168	-0.1125132911	-0.1024631311	-0.0328470082	0.0209674906	0.1507107544	0.0454775843	0.0098553749	-0.0320967967	-0.1218873787	0.025082954900000003	-0.0171372774	0.0224353139	0.0778092457	0.0453502532	0.1247998437	0.14067651539999998	0.02741888	-0.17923501260000002	0.0557956918	0.024522555699999997	0.0275259684	-0.0298489253	-0.07483840309999999	0.08324847440000001	0.09493382449999999	-0.0732535124	0.1015786833	-0.125919958	0.0296990585	-0.029587173999999997	0.09436948199999999	0.0335243827	0.009112143	0.0170550621	0.1061727722	-0.104077365	0.1167394066	-0.0039269729	0.0961785169	0.013952773100000001	-0.074070415	-0.2100935413	-0.0301554292	0.0732170449	-0.0170587764	-0.0741943103	-0.012694724099999999	-0.0240981977	0.109540883	0.0048196906	-0.1359966077	0.08921390720000001	-0.0282508753	0.024475972400000004	0.046739845700000004	0.12040633140000001	0.058767176	-0.0775617867	-0.006082434100000001	0.0003302887	0.1868085223	-0.10711269849999999	-0.0201485575	0.0679686604	0.0649695329	-0.0274227675	-0.0778401366	0.020087119	0.0282108115	-0.1739764159	-0.0394104208	0.031206453500000002	0.1473853701	0.019533887	-0.0347762612	0.0031305190000000004	-0.0203323448	0.10164275130000001	-0.0202769148	0.0962420399	-0.0332991896	0.0178304847	-0.0881890964	-0.1407788866	-0.036285747400000005	0.0854712018	0.0729603478	-0.019650937099999998	-0.0234059846	0.0114463548	-0.1220269287	-0.0694103967	-0.0851745668	0.06637025419999999	-0.0304920098	-0.1706350159	0.023700876099999997	0.0294271847	-0.007330356999999998	0.1245390765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0486953	-0.006132599999999995	0.0023712322420900004	3.760878275999994e-05	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8670.814211653204	9.526684038582973	75183019.09300716	90.75770877099156	10642.23441254311	-6.4532268477778425	113257153.2915168	41.64413674888075	6400.517087809079	2.4187762992869466	40966618.99133602	5.850478785992258	6458.275795050106	9421.491841959374	0.972837	37.461632	0.0002498999999999973	0.000249915	0.013874561499999999	-0.0093453033	0.0753750605	-0.0898737084	-0.0756054588	-0.0213356286	0.0218968246	-0.005540491999999999	-0.043944298099999994	0.0369743923	0.0925993234	-0.1221680426	-0.0396013289	-0.1305878529	-0.0130097502	-0.0070818699	-0.1078706933	0.1934113744	-0.004303148499999999	-0.0685887366	-0.043489537599999996	0.0201298114	-0.12445315970000001	-0.0541193103	-0.0956834417	0.0075554101	0.0444759005	-0.0389931186	-0.16942141440000005	-0.0884354649	-0.0693733544	0.0460813514	-0.04464956900000002	-0.024768280400000002	0.1242863624	0.06604710650000001	-0.08293941980000001	-0.0030175306	0.1327468799	-0.0404748562	-0.134790248	-0.0314200831	0.0006581132000000001	0.014290771399999999	-0.0787349463	-0.0004452516	-0.1255123053	0.1058994475	-0.0953344306	-0.0236947198	0.051578764299999996	0.0891521147	-0.1603502555	0.0282800256	-0.10817209539999999	-0.0210111632	0.0275090086	0.032986648199999996	0.0159958488	-0.06470608139999999	-0.0221549696	0.0907775105	-0.11080485279999999	-0.0562033666	0.0826837819	-0.0036695628	0.2293613491	0.0462614346	-0.0069342075	-0.0507701838	0.133141135	-0.12244710210000001	-0.034784649300000005	-0.046980604599999996	0.0826585626	-0.036384263199999996	-0.0422998525	0.0238432892	-0.0757147294	0.1456910319	0.0483170278	0.0843258824	-0.1615777071	-0.06177067820000001	0.0269248279	-0.0633377178	0.0253444538	0.0164229943	-0.050502840800000004	0.018077539	-0.0354040104	-0.0801832026	-0.1883886075	-0.0948252185	0.053868031600000005	-0.1640508375	0.10126787849999999	-0.06663113080000001	0.0011467415	0.11485594029999999	0.1490878884	-0.12661080119999998	0.045378929500000005	0.014740467	-0.0321682561	0.0103265136	-0.1172997632	-0.0583388816	0.062583945	0.12940495400000002	0.025708433	0.0752873868	-0.0220338718	0.022891807099999998	-0.006005819599999999	0.0674593029	-0.0526859271	-0.035271292999999995	0.0041593184000000005	-0.0713446024	0.12423837130000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0484454	-0.0002499000000000043	0.00234695678116	6.245001000000215e-08	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8651.256233716884	-19.55797793631973	74844234.42142524	382.51450095756934	10608.784380078549	-33.450032464561446	112546306.02299859	1118.9046718802147	6397.78944106273	-2.7276467463498197	40931709.73217376	7.4400567728727545	6452.200471614438	9420.95409696349	0.993397	38.253338	0.0020331000000000025	0.00203314	0.0205919733	-0.021148083199999997	-0.0055714724	-0.055481105700000005	0.09745769	-0.0273888654	-0.0176209553	0.0191142761	0.0745527843	0.046573381399999995	-0.125429656	0.066310396	-0.1436646247	-0.040685029	-0.0346601898	-0.1554831207	0.051699878899999996	0.0864722873	-0.0072592715	0.026366235099999996	-0.0493181177	-0.09800602630000001	-0.1549796451	0.0271067789	-0.0732498316	-0.0261032054	-0.0664989109	-0.0753168166	-0.08111797230000001	-0.1558979803	0.0493878037	0.0152655758	0.0409251165	0.11663673570000001	-0.0244977692	0.0142970727	-0.0091912675	0.0773026267	0.2043097384	0.0563381744	0.0984536431	-0.07133088	0.046186186399999996	0.0132262278	-0.0247567028	0.2127527731	-0.0888889373	-0.178753881	0.1168036916	-0.10279613050000001	-0.0713287877	0.10815930720000001	0.0020865216000000002	-0.06976514219999999	-0.0669249618	0.0762794074	-0.01416994	0.0350940634	-0.0654568227	0.17687304809999999	-0.0101671803	0.0075333206999999985	-0.0236458642	-0.0970690676	-0.0325859903	-0.117434121	-0.0028858796000000003	-0.0385603326	-0.0365277531	-0.1182845211	-0.1009710446	-0.0866128347	-0.0046411327	-0.0202500074	0.0361947376	-0.0697547625	0.1238509619	0.0007845478	-0.1400945658	0.032920427200000005	-0.0148696827	-0.0031628564	-0.1848617034	-0.1028454664	-0.0385217199	-0.0021915687	-0.0198825256	-0.1070287628	-0.13813993	0.0392859852	0.0632749105	-0.1206223359	-0.014833534099999999	-0.0669637932	-0.010258094	-0.0785939007	-0.2505758721	0.044310909	0.0810193088	-0.0280181894	0.06989078650000001	0.1040861053	-0.1099522637	0.0102425921	0.12475077050000001	-0.020454941100000002	0.0500023719	-0.0600066633	0.18523255660000001	0.0390596056	0.0353269584	-0.1421902517	-0.0333546971	-0.039351840299999996	-0.0522630279	-0.0789787262	0.0659541253	-0.054453530300000004	0.0159460308	0.0538900453	0.1238628294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0504785	0.002033100000000003	0.00254807896225	4.133495610000012e-06	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8639.768207233783	-11.488026483100839	74645594.67472766	131.97475247642623	10607.069653935509	-1.714726143040025	112509926.64343956	2.9402857456249203	6386.563332093813	-11.226108968916378	40788191.19484523	126.02552258198477	6444.701387116773	9398.657953500351	0.987234	38.016033	0.0049104999999999965	0.00491044	0.0185732434	-0.0335706661	-0.008938662	0.1017657736	0.0392892083	0.0285684096	0.08830073390000001	0.0699546366	0.0690174417	-0.0065366104	0.12634208660000001	0.1102054007	-0.1896193955	0.010851283500000001	-0.0195246526	0.056285039800000006	0.115158323	-0.004606817	0.0288498542	-0.1657854884	0.0987253959	0.1533448832	-0.1222893682	-0.0123121594	0.0392106823	0.0090890209	-0.0553493133	0.0808864098	-0.11549129970000001	-0.0234124231	-0.034167971	-0.1856791715	0.0308403836	0.1163607064	-0.0221934365	-0.0692984046	-0.1019276951	0.1200206086	-0.0331919915	-0.0527749224	-0.041205538199999996	-0.035140573700000004	-0.0358726277	-0.0995334824	-0.071445103	0.0670738284	0.062481897	-0.0796106322	-0.049692206600000004	0.0156924012	0.0224900737	-0.07109500980000001	-0.0378445583	0.1134248558	-0.053583308200000006	-0.0169221832	-0.0658687833	0.0402991968	-0.08730689550000001	-0.0830608773	0.0356034582	0.08608064	-0.0343749598	-0.1537046352	0.0472681619	0.0706274579	-0.0394211404	-0.1398580065	-0.019417643999999998	0.1098540651	-0.0621178305	-0.039240436499999996	-0.09216978599999999	-0.1041655119	0.0942776543	0.0683264542	-0.17040696649999998	0.0787754391	0.018436065	0.0369652034	0.046165240700000006	0.0361423964	-0.08054266	0.036185029199999996	-0.1505083916	0.0563201496	-0.049973940999999994	0.0992927825	-0.1374339008	-0.007266403399999999	-0.09355771130000001	0.0226580227	0.11161708390000001	-0.1266192823	-0.052714222699999994	0.0572979386	-0.0035002071999999996	-0.023396371000000003	-0.0056157365	0.0888902515	0.0248367733	0.065782729	-0.07375555639999999	-0.056468663499999995	-0.006346049	-0.008867703900000001	-0.010983047099999999	-0.09792202230000001	-0.0570529764	0.10356774220000001	-0.0549322897	0.029822935800000002	-0.0675617893	-0.1581991255	0.0463410972	-0.07350229679999999	0.0021669681	-0.0913302501	0.08872879550000001	0.0755036139	0.12341267730000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055389	0.004910499999999997	0.0030679413210000003	2.4113010249999984e-05	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8648.547955808383	8.77974857459958	74797381.74391735	77.08398503318334	10588.705191653778	-18.364462281730088	112120677.63575567	337.25347489708685	6387.630523435216	1.0671913414025769	40801823.70392125	1.138897359164631	6444.155183092998	9297.304382315633	1.0165320000000002	39.14423	0.010206299999999995	0.0102064	0.0321933242	-0.027014829900000002	0.023216487999999997	0.0782986508	-0.08212047730000001	-0.0570372903	-0.1506321106	0.0469513075	-0.03233107	0.0532526042	-0.13897527	0.0376519252	-0.1979008335	0.0605784837	-0.0448994721	0.0857082458	-0.028731573399999998	0.0682005871	-0.1215167473	0.062168403399999995	-0.075768438	-0.0839100825	-0.1518699413	-0.0230738872	0.0733193329	0.10744873560000001	-0.047055546	0.0172665113	0.0712819886	-0.040532695699999996	0.08612950789999999	0.10222553300000001	-0.0957400378	-0.015212197	0.0578164	0.0439836403	-0.0512558925	0.0845146975	-0.0940192249	0.0331581872	-0.0322084115	-0.0732578877	-0.0929255784	0.0924334699	-0.054416255	-0.0740112925	0.0194754421	0.0543249011	0.051878274	-0.0893012782	-0.0237977662	-0.0445081961	-0.18373072710000002	-0.052104120700000006	0.2089046472	0.0009661528	0.0034615675	-0.0647418136	-0.0784459701	0.1620256761	-0.021203428700000002	0.0225486423	0.15291842279999998	0.032778850299999995	0.0177006702	-0.07789111559999999	0.11585044550000001	0.2084571793	-0.0397670466	0.075309049	0.062266309400000004	-0.0708023992	0.148591174	-0.0315859159	0.06760781240000001	-0.0828732605	0.1501490088	0.0922825149	0.0044128814	-0.0318874612	-0.1250533546	0.0341367084	0.0123814563	-0.03577073	-0.014868709499999999	0.045652194199999996	0.1219089758	0.040298133	-0.0024787878	-0.015893329299999998	-0.0398245376	-0.12208491169999999	-0.0752866492	0.0658233844	0.0704345572	0.0395849588	0.1031938487	-0.0385800607	-0.0583657833	0.0074158162	0.025792076	0.058876236299999996	0.0070009039	0.1037270759	0.0018565781	0.11217939689999999	-0.13175113789999998	-0.0737333379	0.0182294883	0.0031233907	0.1020188724	-0.09927177570000001	-0.0092098607	-0.0675841343	0.09179943300000001	0.126834742	0.22330014	0.047215330199999996	-0.0637221573	-0.0870372651	0.1228881859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0655953	0.010206299999999995	0.00430274338209	0.00010416855968999991	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8668.5969728655	20.049017057117453	75144573.47797291	401.96308495658656	10584.23282488537	-4.472366768408391	112025984.49138094	20.002064511163727	6389.094547051874	1.4640236166578688	40820529.13116799	2.1433651501319866	6443.693065463503	9377.520224579728	0.969589	37.336563	0.008830299999999992	0.00883032	0.0289072889	-0.011387698799999998	-0.016710593	-0.0847987099	-0.0237980112	-0.0189971746	-0.0521292151	-0.0184183222	-0.1136795597	0.0497090792	0.0713624416	0.0102655911	-0.0607700005	-0.11932887630000001	-0.0364162056	-0.049719562800000006	-0.1333694092	0.06545662370000001	-0.011346531799999999	-0.0563570401	0.0315695958	0.0375027858	-0.0404774852	0.0796530541	0.043749949	0.0276693239	-0.0021928995	0.0305892512	-0.0088605212	0.0878930775	-0.1264918443	-0.0038436127000000004	-0.092376296	0.015480508200000001	-0.1102009336	-0.0976629415	0.0655874917	-0.0920589553	-0.058826357999999995	0.0370573277	0.16980379	-0.20696384280000002	-0.07965297	0.0763635474	-0.0178936711	0.0522071021	-0.030683885499999997	0.0005839556	0.0763013024	0.021676614700000003	0.1350546239	0.0401119221	0.0418707348	-0.1017790787	-0.11798688730000001	0.035539642	-0.0585738457	0.0180387922	0.0293105414	0.0299883461	-0.023061471899999998	0.12545429519999998	0.0657293048	0.1581607655	0.061945547999999996	-0.05864138	0.12281067220000001	0.0097570576	-0.0366805644	-0.09361319380000001	0.08616216869999999	0.0008140813	0.021293779500000002	0.0024447139	0.0489113151	0.0448122113	-0.0422905997	0.1306331543	-0.0093155594	-0.0069886113	0.0405152584	0.0273195185	0.0233427639	-0.0417361151	0.0884663267	-0.0370684455	-0.05388598519999999	0.109865695	0.0157669787	0.032010132999999996	0.0860942502	0.08185433389999999	0.0808147707	-0.0379272658	0.2798358954	0.0546306643	-0.0931672976	0.088114995	0.0472757546	0.0896260567	-0.1095458373	-0.0627999247	0.0472434838	-0.0712437667	0.1702198958	-0.1083491877	-0.026891619199999998	0.0335576602	0.0505186446	0.0495617363	-0.0606319695	-0.0431299755	-0.0999616224	-0.047811345	-0.059719845599999995	0.06652793950000001	-0.0423432975	0.1522021463	0.0070598469999999984	0.009934263399999999	0.12228967130000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056765	-0.0088303	0.003222265225	7.797419808999999e-05	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8672.559962769843	3.9629899043429764	75213296.30783845	15.705288981924351	10589.715190946705	5.4823660613346865	112142067.8253674	30.05633763047441	6384.879025120584	-4.2155219312899135	40766680.16542478	17.770625153186238	6437.710590825822	9433.656381745674	0.94627	36.438622	0.0030327	0.00303271	0.026958220699999997	-0.0264664178	-0.0522687349	-0.0685622372	0.0620756959	0.0275586862	0.0221475712	0.0200115557	-0.11150441539999999	0.0351994971	-0.0632946381	-0.0317284554	-0.053119574100000004	0.0338339617	-0.0365510841	-0.1485382911	0.0085084936	-0.0094976704	0.0197386236	-0.020318740800000002	-0.0095109238	-0.07020256059999999	-0.0996834386	0.1038682072	0.1178810835	0.059194140599999986	0.0835423171	-0.0316752942	0.121667018	-0.042085470199999996	-0.011499933899999999	-0.004234081	-0.0310681794	-0.0743164922	-0.08787338369999999	-0.0215390746	-0.0930738423	0.16331694830000001	-0.0323706298	0.1018211191	0.0483936777	0.0230430522	0.21509919370000002	-0.0403079202	0.0935907552	-0.0161449001	-0.033897443799999996	-0.0529461688	-0.028814615099999996	-0.12094468480000001	-0.0207997456	0.1146847424	-0.052948014	0.1354867641	-0.12815361109999998	-0.13210782140000002	-0.038398733399999996	-0.0196090925	0.0004278027	0.033048300499999995	-0.022588652799999998	-0.059089206	0.026336807	0.15454078529999998	0.044197827	-0.1277892484	-0.041828006800000005	0.0416556941	-0.043844493	-0.1075249248	-0.09587412349999999	0.042295524	-0.0284072943	0.0030318657	0.0214232183	0.0134362023	0.1169466406	0.1063791093	-0.13822257300000002	-0.027302016600000003	0.0011576962	0.0931929459	0.0388573856	0.0123116952	-0.0011117041999999999	0.0456168391	0.0394513023	0.0985998451	-0.0094460838	-0.11663031900000001	0.087522112	-0.17935037489999994	0.1166384096	0.10175839490000001	-0.1300507429	-0.0752749021	-0.08868708300000001	-0.009465526	-0.016925600500000002	-0.0304458854	-0.0129159279	0.005759215799999999	0.0748545644	-0.0075978265	-0.1420855449	-0.0016363738	0.046953610599999994	-0.058211651600000004	0.132169949	0.11113197779999999	-0.1707354311	-0.06297255809999999	0.005658738199999999	0.0947578427	-0.037966687400000004	-0.054889073499999996	0.0065737987	0.0056697566	0.049206013	-0.1307134108	0.121617494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0597977	0.0030326999999999997	0.003575764925289999	9.197269289999998e-06	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
